Game,Platform,Score,Genre
Party Fun Pir,Wii,5.5,Action
Pitfall: The M,Wii,5,Platformer
Braid,PC,8.8,Platformer
Hannah Mon,PlayStation 3,2.3,Music
Master of Illu,Nintendo DSi,4,Simulation
Professor Hei,Wii,5.9,Puzzle
Star Force,Wii,6,Shooter
Emergency!,Nintendo DS,7.9,Simulation
Major Leagu,PlayStation P,6,Sports
Hammerin' H,PlayStation P,8.8,Platformer
3D Hunting T,iPhone,7.9,Hunting
Death Track:,PC,6.7,Racing
Tap Tap Rev,iPhone,7.5,Music
Tenchu: Shad,PlayStation P,7,Action
Flock,PlayStation 3,6.9,"Puzzle, Action"
Galaga Remi,iPhone,7.5,Shooter
Dragonball: E,PlayStation P,2,Fighting
Comet Crash,PlayStation 3,8.5,Strategy
The Godfath,Xbox 360,7.7,Action
Monsters vs.,Nintendo DS,3,Action
The Godfath,PlayStation 3,7.7,Action
New Horizon,Super NES,7.5,Strategy
Leisure Suit L,PC,2.2,Adventure
Flock,Xbox 360,6.9,"Puzzle, Action"
Leisure Suit L,Xbox 360,2.2,Adventure
Uncharted W,Wii,7.5,Strategy
Puzzle Quest:,Xbox 360,8.5,Puzzle
The Godfath,PC,7.6,Action
Freeballin',iPhone,6.7,Pinball
Baseball Sup,iPhone,7.9,Sports
MySims Party,Nintendo DS,6.4,Simulation
Scrabble,Nintendo DS,7.4,Board
Ninja Blade,Xbox 360,6.5,Action
Scrabble,PlayStation P,7.4,Board
Glyder,iPhone,7.8,Flight
Equilibrio,Wii,6,Puzzle
24: Special O,iPhone,7.2,Action
Brain Age Ex,Nintendo DSi,7.9,"Educational, Puzzle"
Monsters vs.,Wii,5,Action
Stormrise,PC,2.1,Strategy
Monsters vs.,PlayStation 3,5,Action
Diamond Isla,iPhone,8,Puzzle
Bird &amp; B,Nintendo DSi,7,Action
Art Style: Aqu,Nintendo DSi,8.4,Puzzle
Master of Illu,Nintendo DSi,5,Simulation
Monsters vs.,PC,5,Action
Wario Ware,Nintendo DSi,7.8,"Puzzle, Action"
Fast &amp; F,iPhone,8.5,Racing
The Tower of,Wii,3,Action
Monsters vs.,PlayStation 2,5,Action
Monsters vs.,Xbox 360,5,Action
The Tower of,Arcade,3,Action
Samurai Shod,PlayStation P,4.8,Fighting
Iron Grip: Wa,PC,4.5,Strategy
Gardening M,Nintendo DS,4.9,Simulation
Galaxy on Fir,iPhone,7.4,Action
Zubo,Nintendo DS,7.5,"Music, Action"
Samurai Shod,PlayStation 2,7.1,Fighting
Mappy (Arca,Wii,6.5,Action
Mappy,Arcade,6.5,Action
Broken Swor,Nintendo DS,7.6,Adventure
SBK: Superbik,PlayStation P,6,Racing
Bookworm,iPhone,8.9,Puzzle
BattleForge,PC,6.6,Strategy
Unreal Tourn,PlayStation 3,8.5,Shooter
Unreal Tourn,PC,8.5,Shooter
Stormrise,Xbox 360,4.9,Strategy
Fallout 3 -- T,PC,7.5,"Action, RPG"
Detana Twin,TurboGrafx-1,7.5,Shooter
The Chronicl,PlayStation 3,7.4,Shooter
Stormrise,PlayStation 3,4.9,Strategy
Zombieville,iPhone,6,Action
Don King Box,Wii,5.8,Sports
TNA Wrestlin,iPhone,7,Wrestling
Flight Control,iPhone,8,Simulation
The Chronicl,PC,7.4,Shooter
Uno Rush,Xbox 360,7,Card
Detana Twin,Wii,7.5,Shooter
Broken Swor,Wii,7.6,Adventure
Bonsai Barbe,Wii,8,Action
Wallace &a,PC,8.5,Adventure
Rhythm Heav,Nintendo DS,9,Music
Worms,PlayStation 3,7.9,Strategy
Sway,iPhone,7.4,"Puzzle, Action"
The Chronicl,Xbox 360,7.4,Shooter
The Dishwas,Xbox 360,7.3,Action
SBK: Superbik,Xbox 360,6,Racing
Super Punch-,Wii,8,Sports
Wanted: We,PC,7.3,Action
Don King Box,Nintendo DS,6.8,Sports
MotoGP ,Wii,5,Racing
Super Punch-,Super NES,8,Sports
Wolfenstein,iPhone,7.3,Shooter
SBK: Superbik,PlayStation 3,6,Racing
Guitar Hero:,PlayStation 3,8.9,Music
Guitar Hero:,Wii,8.9,Music
Guitar Hero:,Xbox 360,8.9,Music
GeoDefense,iPhone,8.2,Strategy
"Burn, Zombie",PlayStation 3,8.3,Action
Ultimate Ninj,PlayStation 2,7,Fighting
Mega Man 2,iPhone,1,Action
Ceville,PC,9,Adventure
Merchants of,PC,5,Shooter
Fallout 3 -- T,Xbox 360,7.5,"Action, RPG"
Dark Sector,PC,7.7,Shooter
Wheelman,PlayStation 3,4.8,Action
Wheelman,Xbox 360,4.8,Action
Final Fantasy,Wii,6.5,"Action, RPG"
WWE Legend,PlayStation 3,6.5,Wrestling
WWE Legend,Xbox 360,6.5,Wrestling
Fast &amp; F,Wireless,8,Racing
Pop 'Em Drop,Wii,7.5,Puzzle
Wanted: We,Xbox 360,7.3,Action
The Path,PC,7.7,Action
Wanted: We,PlayStation 3,7.3,Action
Final Fantasy,Nintendo DS,8.5,"Action, RPG"
Lux-Pain,Nintendo DS,4.2,Adventure
Command &,PlayStation 3,7.7,Strategy
Pokemon Pla,Nintendo DS,8.8,RPG
The Last Re,PC,6.8,RPG
Wheel of For,PlayStation 3,5.8,Trivia
Buzz! Junior:,PlayStation 3,2.3,Party
Grand Ages:,PC,6.8,Strategy
Let's Golf,iPhone,8,Sports
Command &,PC,8,Strategy
Marble Saga:,Wii,6.5,"Puzzle, Action"
My Pet Shop,Nintendo DS,7,Virtual Pet
Pro Evolution,Wii,8.5,Sports
Disney Sing I,Xbox 360,7,Music
Metal Gear S,iPhone,6,Action
Rune Factory,Wii,8.3,RPG
Disney Sing I,Xbox 360,7,Music
Ready 2 Rum,Wii,3.5,"Sports, Action"
Tom Clancy's,PC,6.7,"Flight, Action"
Red Baron Ar,PlayStation 3,2,"Flight, Action"
NCAA Basket,Xbox 360,6.5,Sports
Ski-Doo Snow,PlayStation 3,6.7,Racing
Summer Gam,Commodore,4.5,Sports
Hasbro Famil,Xbox 360,6,Board
Hasbro Famil,Xbox 360,7.7,Board
Men of War ,PC,8,Strategy
Age of Booty,PC,5.5,Strategy
Summer Gam,Wii,4.5,Sports
Major Leagu,PlayStation 2,7,Sports
Suikoden Tier,Nintendo DS,8.8,RPG
Hasbro Famil,Xbox 360,7.5,Board
Hasbro Famil,Xbox 360,8,Board
TrackMania,Nintendo DS,7.8,Racing
World in Con,PC,7.8,Strategy
Grand Theft,Nintendo DS,9.5,Action
World in Con,PC,9,Strategy
Astro Tripper,PlayStation 3,8,Shooter
Mana Khemi,PlayStation P,2.7,RPG
The Oregon,iPhone,8.5,Adventure
Henry Hatsw,Nintendo DS,9,Adventure
Trivial Pursui,PlayStation 2,7.8,Trivia
Bit.Trip Beat,Wii,8,Action
Valkyrie Profi,Nintendo DS,8.5,RPG
Oort Storm: F,iPhone,6.5,Shooter
Grey's Anato,Nintendo DS,6,Simulation
Grey's Anato,Wii,6.3,Simulation
MySims Party,Wii,6,Simulation
New Play Co,Wii,8,Strategy
Boing! Doco,Nintendo DS,7.5,"Action, Adventure"
Grey's Anato,PC,6,Simulation
The Maw ,PC,8,Action
Major Leagu,Nintendo DS,6.2,Sports
Crystal Defe,Xbox 360,5.5,Strategy
Trivial Pursui,Wii,7.8,Trivia
Trivial Pursui,PlayStation 3,7.8,Trivia
Resistance:,PlayStation P,9.2,Shooter
Peggle,Xbox 360,9,Puzzle
Tomb Raider,Xbox 360,8,Action
WordFu,iPhone,7.5,"Educational, Action"
Trivial Pursui,Xbox 360,7.8,Trivia
New Play Co,Wii,5.8,"Sports, Action"
Tomb Raider,PlayStation 2,4,Action
Shooter,iPhone,4.8,Shooter
Resident Evil,Xbox 360,9,Action
Gradius ReBi,Wii,7,Shooter
MLB 09: The,PlayStation P,7.5,Sports
MadWorld,Wii,9,Action
Codename: P,PC,6.9,Strategy
Halo Wars (L,Xbox 360,8.4,Strategy
Resident Evil,PlayStation 3,9,Action
Alex Kidd: Th,Wii,5,Platformer
Major Leagu,PC,6.6,Sports
Empire: Total,PC,9.5,Strategy
Resident Evil,Xbox 360,9,Action
Prince of Per,PlayStation 3,7.8,Platformer
MLB 09: The,PlayStation 2,7.3,Sports
Avalon Code,Nintendo DS,8.3,"Action, RPG"
The King of F,PlayStation 2,7.8,Fighting
Resident Evil,PlayStation 3,9,Action
Watchmen: T,PC,5.5,Action
Phantasy Sta,PlayStation P,7,RPG
Heavy Mach,iPhone,7.8,None
Ogre Battle:,Wii,9,Strategy
Ogre Battle:,Super NES,9,"Strategy, RPG"
Prince of Per,Xbox 360,7.8,Platformer
Disney Sing I,PlayStation 2,6.8,Music
Disney Sing I,Wii,7,Music
Disney Sing I,Wii,7,Music
Space Invade,iPhone,6.4,Action
Disney Sing I,PlayStation 2,6.8,Music
Legacy of Ys:,Nintendo DS,6.7,"Action, RPG"
No Gravity: T,PlayStation P,7,Shooter
We Ski &amp,Wii,5.4,Sports
Watchmen: T,Xbox 360,5.5,Action
Tom Clancy's,Xbox 360,6.7,"Flight, Action"
Watchmen: T,PlayStation 3,5.5,Action
3D Brick Bre,iPhone,7.4,Puzzle
Tom Clancy's,PlayStation 3,6.8,"Flight, Action"
Sins of a Sola,PC,8.7,Strategy
Major Leagu,PlayStation 3,6.8,Sports
Tom Clancy's,PC,7,Strategy
Major Leagu,Wii,6.4,Sports
Sonic &amp;,Wii,3.9,Action
MLB 09: The,PlayStation 3,8.7,Sports
Major Leagu,Xbox 360,6.8,Sports
Jake Power: F,Nintendo DS,7,Adventure
Jake Power:,Nintendo DS,7,Adventure
Eat Lead: Th,PlayStation 3,5.2,Shooter
Eat Lead: Th,Xbox 360,5.2,Shooter
ShellShock 2:,Xbox 360,4.6,Shooter
ShellShock 2:,PC,4.6,Shooter
ShellShock 2:,PlayStation 3,4.6,Shooter
Rounders,iPhone,3,Card
Puzzle Quest:,PC,8.5,Puzzle
Family &amp,Wii,5.9,Party
Cooking Ma,iPhone,7.3,Simulation
Empire: Total,PC,9.5,Strategy
Zen Bound,iPhone,9.5,Puzzle
The Last Ninj,Wii,7.5,Action
The Last Ninj,Commodore,7.5,Action
Battle Rage:,Wii,2,Action
Tomb Raider,Xbox 360,5,"Action, Adventure"
Blue Dragon,Nintendo DS,8,"Strategy, RPG"
International,Wii,7,Fighting
Pitstop II,Commodore,6,Racing
Exit 2 ,Xbox 360,6.5,"Puzzle, Action"
Onslaught,Wii,6,Shooter
Stoked,Xbox 360,6.9,Sports
50 Cent: Bloo,PlayStation 3,7.1,Action
Tower Bloxx,iPhone,8.5,Puzzle
Noby Noby B,PlayStation 3,6,Puzzle
Dead Rising:,Wii,6.9,Action
USA Today P,Nintendo DS,7.9,Puzzle
Pitstop II,Wii,6,Racing
50 Cent: Bloo,Xbox 360,7.1,Action
Slotz Racer,iPhone,8,Racing
Peggle: Dual,Nintendo DS,8.6,"Puzzle, Action"
Disney Sing I,PlayStation 3,7,Music
Drakensang:,PC,7.6,RPG
My DoItAll,Nintendo DS,5,Party
Race Pro,Xbox 360,7.7,Racing
Disney Sing I,PlayStation 3,7,Music
iDracula: Un,iPhone,8.2,Action
Zuma,PlayStation 3,8,Puzzle
Halo Wars,Xbox 360,8.4,Strategy
Deal or No D,Wii,5.5,Trivia
Perimeter II:,PC,5.1,Strategy
Star Ocean: T,Xbox 360,8,RPG
Death Tank,Xbox 360,5.5,Action
Cake Mania,iPhone,7.3,Simulation
Petz: Crazy M,Wii,3.5,Virtual Pet
Puzzle Quest:,Nintendo DS,8.4,Puzzle
Zombie Infec,Wireless,8.5,Action
Street Fighter,PlayStation 3,9.3,Fighting
Street Fighter,Xbox 360,9.3,Fighting
Warhammer,PC,9,Strategy
Chuck the Ba,iPhone,7,Puzzle
ExZeus,iPhone,7.9,Action
Evasive Spac,Wii,6.9,Shooter
Life Force,NES,9,Shooter
Pinball Drea,iPhone,6.8,Pinball
Life Force,Wii,9,Shooter
Onechanbara,Xbox 360,3,Action
Grand Theft,Xbox 360,9,"Action, Adventure"
Fire Emblem:,Nintendo DS,8.5,Strategy
X-Blades,Xbox 360,6,Action
X-Blades,PC,6,Action
X-Blades,PlayStation 3,6,Action
Onechanbara,Wii,6.9,Action
Wild West G,iPhone,7.2,Shooter
I-play Bowlin,iPhone,9,Sports
Street Fighter,PlayStation 3,9.3,Fighting
Minesweepe,Xbox 360,5.2,Puzzle
Sonic's Ultim,PlayStation 3,9,"Action, Compilation"
Sonic's Ultim,Xbox 360,9,"Action, Compilation"
Street Fighter,Xbox 360,9.3,Fighting
Dragon Ques,Nintendo DS,8.9,RPG
Action Girlz R,Wii,0.8,Racing
F.E.A.R. 2: Pr,PlayStation 3,8.1,Shooter
F.E.A.R. 2: Pr,PC,8.3,Shooter
F.E.A.R. 2: Pr,Xbox 360,8.1,Shooter
NASCAR Kart,Wii,7.4,Racing
MERCS,Genesis,7.5,Shooter
Retro Game,Nintendo DS,8.6,Action
Flower,PlayStation 3,9,Action
MERCS,Wii,7.5,Shooter
Lit,Wii,7.1,"Puzzle, Adventure"
Deadly Creat,Wii,8,Action
Prinny: Can I,PlayStation P,8.3,Adventure
Days of Thun,iPhone,7.9,Racing
Ferrari GT: Ev,iPhone,7.3,Racing
3 on 3 NHL A,PlayStation 3,5.9,Sports
Bratz: Girlz R,Wii,5,Action
Bratz: Girlz R,PlayStation 2,5,Action
LocoRoco 2,PlayStation P,9.1,"Puzzle, Action"
The House of,Wii,8.3,Shooter
Nobunaga's,PlayStation 2,8,Strategy
3 on 3 NHL A,Xbox 360,5.9,Sports
R-Type Dime,Xbox 360,8.4,Action
Time Crisis S,iPhone,7.2,Shooter
DJ Max Fever,PlayStation P,8,Music
Payback,iPhone,7.2,Action
Club Penguin,Nintendo DS,7,Adventure
Happy Cooki,Nintendo DS,6,"Educational, Adventure"
SpongeBob S,Wii,5.5,Party
Burnout Para,PC,8.4,Racing
Lonpos,Wii,5.8,Puzzle
Iron Chef Am,Wii,4.5,Simulation
Snowboard R,Wii,5.5,Sports
"My World, M",Nintendo DS,8,RPG
Tenchu: Shad,Wii,8,Action
Pirates: Hunt,Wii,4,Party
Savage Moon,PlayStation 3,7,Strategy
Gallop and Ri,Wii,5.3,Action
Ski and Shoot,Wii,6.8,Sports
Chop Sushi,iPhone,7.9,Puzzle
Zombie Chav,iPhone,5.5,Action
SimAnimals,Nintendo DS,7.3,Simulation
Sonic Chaos,Wii,6,Platformer
Sonic Chaos,Master Syste,6,Platformer
Blue Attack,iPhone,7.6,Action
Whack Attac,iPhone,7.5,Action
Bejeweled 2,PlayStation 3,7,Puzzle
Cartoon Net,PC,7,RPG
Metal Slug 2,Wii,7.5,Action
Underwater t,iPhone,4.8,Puzzle
Arcade QB P,iPhone,4,Sports
X's &amp; O',iPhone,7.4,Sports
Jungle Speed,Wii,8,Card
Metal Slug 2,NeoGeo,7.5,Action
Perfect Worl,PC,7.5,RPG
Coraline,Wii,2.5,Adventure
SimAnimals,Wii,5.3,Virtual Pet
Neighborhoo,Wii,4,Party
Orchard,PC,4,Simulation
Coraline,PlayStation 2,2.5,Adventure
Killzone 2,PlayStation 3,9.4,Shooter
Commander i,PC,4.5,Simulation
Quadrum:col,iPhone,6,Puzzle
Cesar Millan',PC,3,Simulation
Ar Tonelico 2,PlayStation 2,8.4,RPG
FunTown Ma,Xbox 360,4.5,Board
Downhill Bo,iPhone,7.2,"Sports, Action"
Bounce On,iPhone,7.7,Platformer
Fallout 3 -- O,PC,7.8,"Action, RPG"
BubbleTown,iPhone,8,"Puzzle, Action"
Afro Samurai,PlayStation 3,6.6,Action
Drop7,iPhone,8.5,Puzzle
Battlestrike:,PC,5,Shooter
Hotel For Do,Wii,3.5,Virtual Pet
Hotel For Do,Nintendo DS,3.4,Virtual Pet
Niki: Rock 'n',Wii,4.7,Action
MLB Front Of,Xbox 360,6.6,"Sports, Simulation"
MLB Front Of,PC,6.6,"Sports, Simulation"
BBQ Pro,iPhone,6.5,Simulation
Rock Band 2,PlayStation 2,7.9,Music
MLB Front Of,PlayStation 3,6.6,"Sports, Simulation"
Afro Samurai,Xbox 360,6.6,Action
Fallout 3 -- O,Xbox 360,7.8,"Action, RPG"
Wonder Boy i,Master Syste,7.5,Platformer
Wonder Boy i,Wii,7.5,Platformer
Jumble Madn,Nintendo DS,6.5,Puzzle
GTI Club +,PlayStation 3,7,Racing
Inkheart,Nintendo DS,4.5,Adventure
Fishing Mast,Wii,6.8,Hunting
Paws &amp;,Wii,4,Simulation
Ultimate Sho,Wii,6.9,Shooter
Newtonica2:,iPhone,8.5,"Puzzle, Action"
PBR: Out of t,Wii,3.4,Sports
PBR: Out of t,PC,3.5,Sports
PBR: Out of t,PlayStation P,3.6,Sports
The Maw,Xbox 360,8,Action
M.U.S.H.A.,Genesis,8.5,Shooter
Puzzle Quest:,iPhone,7.2,Puzzle
Family Glide,Wii,4,"Sports, Action"
MindHabits ,PC,4.5,Productivity
High Voltage,Wii,6,Racing
M.U.S.H.A.,Wii,8.5,Shooter
PBR: Out of t,PlayStation 2,3.5,Sports
Big Bang Min,Nintendo DS,8.7,Party
Skate 2,PlayStation 3,8.3,Sports
Skate 2,Xbox 360,8.3,Sports
AC/DC Live:,Wii,5.5,Music
The Lord of t,PC,7,Action
Magic Orbz,PlayStation 3,7.5,Action
Bratz Kidz,Wii,2.5,Party
Championshi,Wii,3.5,Sports
Pit Crew Pani,Wii,3.9,Racing
Hello Kitty D,Nintendo DS,2,Productivity
Petz: Horse C,Wii,6.5,Virtual Pet
Crayon Physi,PC,8.8,Puzzle
NCAA Basket,PlayStation 2,5.1,Sports
The Fast and,iPhone,8,Racing
Star Ocean: S,PlayStation P,8,RPG
Low Grav Ra,iPhone,5,Racing
Chocolate Sh,iPhone,8.3,Puzzle
King of Clubs,Wii,3.5,"Puzzle, Action"
Space War C,PC,7.2,Strategy
Planet Pachi,Wii,3,Pinball
Fun! Fun! Mi,Wii,5.8,Sports
The Lord of t,PlayStation 3,7,Action
Mirror's Edge,PC,8.5,"Action, Adventure"
Pony Friends:,Nintendo DS,7,Virtual Pet
The Lord of t,Xbox 360,7,Action
Monster Jam:,Nintendo DS,6,Racing
The Lord of t,Nintendo DS,6.7,Action
Toy Bot Diari,iPhone,8,Platformer
Family Party:,Wii,6.3,Party
Sandy Beach,Wii,5,Simulation
Personal Trai,Nintendo DS,5,"Educational, Productivity"
Luxor: Quest,PC,6,Puzzle
Monkey Misc,Wii,4,Action
Calvin Tucker,Wii,3.4,Party
Bratz: Girlz R,Nintendo DS,5,Action
Bigfoot: Colli,Wii,2.1,Racing
My Fitness C,Wii,7.2,Sports
Master of th,Nintendo DS,6.3,RPG
Winter Sport,Nintendo DS,4.1,Sports
Elebits: The,Nintendo DS,7.9,Action
Bella Sara,Nintendo DS,6.5,Card
Space Ninja,iPhone,8.5,Action
Castlevania I,NES,9,Action
Castlevania I,Wii,9,Action
World War O,PC,5.2,Strategy
Mahjong Tal,PlayStation 3,5.2,Board
Dancing Wit,Nintendo DS,4.5,Music
Moon,Nintendo DS,8.5,Action
Cuboid,PlayStation 3,9,Puzzle
Matchstick,Nintendo DS,4.8,Puzzle
Petz Rescue:,Wii,7,Virtual Pet
Space Invade,Wii,5.9,Action
Cue Sports: P,Wii,6,Sports
Tiki Towers,Wii,7.3,Puzzle
Ultimate Ban,Nintendo DS,7,Music
Petz: Catz Cl,Nintendo DS,5,Virtual Pet
WordJong Pa,Wii,7.3,Puzzle
The Tale of D,PC,3,Action
Merv Griffin',Xbox 360,5,Puzzle
Maboshi's Ar,Wii,8,Puzzle
Candace Kan,Nintendo DS,5.8,Puzzle
Mystery P.I.:,Nintendo DS,6,Adventure
SPRay,Wii,5.6,"Action, Adventure"
Petz Sports,Wii,5,Virtual Pet
Saints Row 2,PC,6.3,Action
Pirate Maste,iPhone,6,Platformer
Silent Hill: Th,iPhone,5.3,Adventure
Interpol: The,Xbox 360,4.5,Adventure
GTR Evolutio,PC,8.5,Racing
Combat Win,PC,7,Simulation
Theresia,Nintendo DS,7.1,Adventure
Alan Probe: A,iPhone,8,Action
Kirby's Drea,Wii,7,Platformer
Brain Challen,PlayStation P,7.2,Puzzle
PowerUp For,PlayStation 3,6.5,Shooter
Puzzle Arcad,Xbox 360,5,Puzzle
Dora the Expl,Nintendo DS,5.7,Adventure
Kirby's Drea,Super NES,7,Platformer
Phantasy Sta,Genesis,9,RPG
Zoda's Reven,Wii,8.5,Adventure
Zoda's Reven,NES,8.5,Adventure
Phantasy Sta,Wii,9,RPG
Monster Jam:,PlayStation 2,5.5,Racing
Barbie Horse,Wii,6.2,Adventure
Monster Jam:,Wii,5.5,Racing
Barbie Horse,PlayStation 2,6.3,Adventure
Monster Jam:,PlayStation P,5.5,Racing
Ninja Gaiden,PlayStation 3,9.3,Action
Crazy Pengui,iPhone,8,"Puzzle, Action"
Barbie Horse,PC,6.2,Adventure
Princess On I,Nintendo DS,6,"Sports, Simulation"
Princess Deb,Nintendo DS,7,"Action, Adventure"
FutureU: The,Nintendo DS,6.8,"Educational, Productivity"
The Plateau,iPhone,8.5,Puzzle
Crystal Defe,iPhone,7,Strategy
SimCity (200,iPhone,7.8,Simulation
Real Soccer 2,Nintendo DS,7,Sports
Chrysler Clas,Nintendo DS,4,Racing
Chrysler Clas,Wii,4,Racing
Travel Game,Nintendo DS,4.7,Educational
The Tale of D,Wii,2.1,Action
The Tale of D,PlayStation 2,1.9,Action
Cradle of Ro,Nintendo DS,5.9,Strategy
Igor: The Ga,Nintendo DS,4,Action
Tropix,Nintendo DS,6.6,Puzzle
Defense Grid,PC,8,"Strategy, RPG"
Syberia,Nintendo DS,4.4,Adventure
Shattered Su,PC,4.3,Strategy
Amazing Adv,Nintendo DS,7.5,Adventure
Wordfish,Nintendo DS,6.2,Puzzle
Top Chef: Th,PC,6.5,Strategy
Avatar: The L,PC,4.5,Action
Tom Clancy's,PlayStation P,7.1,Strategy
Saturday Nig,iPhone,6.2,Music
Space Trader,PC,5.8,Strategy
Monopoly: H,iPhone,7,Board
Plattchen: T,Wii,7.4,Puzzle
Dropship,iPhone,8.2,Action
Agatha Chris,Wii,4.6,Adventure
Game Party 2,Wii,3,Party
Lumines Sup,PlayStation 3,8.5,"Puzzle, Action"
Merv Griffin',Wii,4.3,Puzzle
Crash Comm,PlayStation 3,8.5,Shooter
Winx Club: M,Nintendo DS,5.5,Adventure
PopStar Guit,Wii,3.5,Music
Bratz Kidz,Nintendo DS,3,Party
Battle of Gia,Nintendo DS,6.7,Fighting
AMF Bowling,Nintendo DS,4.8,Sports
Rolando,iPhone,9.5,Puzzle
Winter Sport,Xbox 360,4.5,Sports
Disney Think,Wii,5.5,Trivia
PopStar Guit,PlayStation 2,4,None
My Fun Facts,Nintendo DS,5.1,Simulation
Worldwide S,PC,7.9,"Sports, Simulation"
Petz Rescue:,Nintendo DS,8,Simulation
Luxor 3,Wii,7.7,Puzzle
Sudoku Chall,Wii,4.5,Puzzle
Rock Band 2,Wii,9,Music
Eternal Poiso,PlayStation 2,3.5,"Strategy, RPG"
Emma in the,Nintendo DS,3.4,Adventure
Emma at the,Nintendo DS,3.4,Adventure
Luxor 3,PC,7.5,Puzzle
Hell's Kitche,Nintendo DS,5,Strategy
Rock Band 2,Wii,9,Music
Rise of the A,PlayStation 3,6.2,"Action, RPG"
Mount &amp,PC,8,RPG
Iron Man: Ae,iPhone,6.5,Action
Rise of the A,PC,6.5,"Action, RPG"
The Incredibl,Wii,2.5,Puzzle
War Plan Pac,PC,7.4,Strategy
Hi! Hamtaro,Nintendo DS,7.5,Educational
Quantum of,PlayStation 3,6.8,Shooter
Outcry,PC,6.8,Action
Nancy Drew:,Wii,7.5,Adventure
Dungeon Ma,PlayStation P,8,RPG
Rise of the A,Xbox 360,6.2,"Action, RPG"
Mushroom M,Nintendo DS,5.1,Action
Neopets Puzz,Wii,5.1,Puzzle
Enduro Racer,Wii,5,Racing
Strong Bad's,PC,8.6,Adventure
Soldner-X: Hi,PlayStation 3,8,Shooter
EverQuest II:,PC,7,RPG
Imagine: Ball,Nintendo DS,4.6,Simulation
I Love Katam,iPhone,4.5,Action
Fate: Undisc,PC,7,RPG
Barbie Horse,Nintendo DS,5,Adventure
Big Kahuna P,Wii,4,Adventure
Strong Bad's,Wii,8.6,Adventure
Enduro Racer,Master Syste,5,Racing
The Tale of D,Nintendo DS,7.7,Action
Castle of Ma,Wireless,8.5,Action
Snail Mail ,iPhone,8,"Racing, Action"
Family Fest P,Wii,2.2,Party
Speed Racer:,Nintendo DS,8,Racing
Puzzlegeddon,PC,7.9,Puzzle
1112: Episod,iPhone,3.5,Simulation
A Vampyre St,PC,7.6,Adventure
Lost in Blue:,Wii,5,Adventure
Armageddon,iPhone,5.5,Flight
Platypus,iPhone,6.9,Shooter
Hired Guns:,PC,5.9,Strategy
Centipede,iPhone,8,Shooter
Sonic Unleas,PlayStation 3,4.5,Action
Far Cry 2,Wireless,7.5,Shooter
Time Hollow,Nintendo DS,7,Adventure
Dragon Ball:,Nintendo DS,8.2,"Action, RPG"
NERF N-Strik,Wii,7.1,Action
Little League,Nintendo DS,5,Sports
NHL 09,PC,5.5,Sports
Tap Tap Dan,iPhone,9,Music
Destroy All H,Xbox 360,3,Adventure
TV Show King,Wii,5.8,Trivia
Shaun White,PlayStation 2,6.4,Sports
Meteos Wars,Xbox 360,8,Puzzle
Ten Pin Alley,Wii,2,Sports
Hero of Spart,iPhone,9,Action
Imagine: Mo,Nintendo DS,4,Simulation
Prince of Per,Nintendo DS,6.8,Action
Star Wars: Th,Nintendo DS,8,Action
Pro Evolution,PlayStation 2,6.8,Sports
AMF Bowling,Wii,2.5,Sports
Pro Evolution,PlayStation P,7,Sports
PowerUp For,Xbox 360,6.5,Shooter
Family Fest P,Wii,4.8,Party
Sally's Salon,Nintendo DS,6.2,Strategy
Shin Megami,PlayStation 2,9,RPG
Hockey Allst,Wii,2,Sports
Neopets Puzz,PC,7.6,Puzzle
The King of F,Wii,7.4,Fighting
Candace Kan,Wii,5.2,Puzzle
Super Stardu,PlayStation P,6.5,Shooter
Di-Gata Defe,Nintendo DS,3,Action
Imagine: Inte,Nintendo DS,6.8,Simulation
Imagine: Part,Wii,7.5,"Educational, Simulation"
Hell's Kitche,PC,5,Simulation
Rune Factory,Nintendo DS,8.4,RPG
Secret Servic,PlayStation 2,2.5,Shooter
Bruiser &am,Wii,5,Adventure
Secret Servic,Xbox 360,4.5,Shooter
Mushroom M,Wii,7.9,Action
Gothic 3: For,PC,3.5,"Action, RPG"
Secret Servic,PC,4.5,Shooter
Gothic 3: For,PC,3.5,"Action, RPG"
Mortimer Be,Wii,6.2,Puzzle
Mortal Komb,Sega 32X,7.8,Fighting
Sonic the He,Master Syste,8,Platformer
Sonic the He,Wii,8,Action
Brothers in A,iPhone,6,Action
Imagine: We,Nintendo DS,2.5,Simulation
The Legend o,PlayStation 2,7,Platformer
Everyday Sho,PlayStation P,7,Shooter
The Legend o,Xbox 360,7.3,Platformer
Legendary,PC,2.5,Shooter
Rygar: The B,Wii,6.1,Action
The Legend o,Wii,7,Platformer
The Legend o,PlayStation 3,7.3,Platformer
Exit DS,Nintendo DS,6.5,"Puzzle, Action"
Alternate En,iPhone,8.5,Adventure
Saints Row 2,Wireless,6,Action
Monopoly,Xbox 360,7,Board
Monopoly,PlayStation 2,7,Board
Doom (1993),Sega 32X,5,Shooter
Bike or Die 2,iPhone,7.4,Sports
T-Mek,Sega 32X,4,Action
Petz: Monkey,Nintendo DS,5.5,Virtual Pet
Fastlane Stre,iPhone,5,Racing
"Go, Diego, G",Nintendo DS,6,Platformer
Pass The Pig,iPhone,6,Action
Madagascar:,Nintendo DS,5.5,Platformer
Prince of Per,PlayStation 3,9.3,Platformer
Penny Arcad,PC,8.1,Adventure
